ticker,current_price,level,type
SHOP,123.28,100.17,support
SHOP,123.28,109.09,support
SHOP,123.28,112.67,support
SHOP,123.28,115.41,support
SHOP,123.28,119.81,support
SHOP,123.28,124.76,resistance
SHOP,123.28,128.95,resistance
SHOP,123.28,133.35,resistance
SHOP,123.28,139.95,resistance
SHOP,123.28,142.7,resistance
