ticker,current_price,level,type
TSLA,434.35,383.46,support
TSLA,434.35,400.71,support
TSLA,434.35,408.84,support
TSLA,434.35,415.75,support
TSLA,434.35,424.55,support
TSLA,434.35,436.78,resistance
TSLA,434.35,453.72,resistance
TSLA,434.35,474.33,resistance
TSLA,434.35,490.1,resistance
TSLA,434.35,498.88,resistance
