ticker,current_price,level,type
NVDA,224.47,188.92,support
NVDA,224.47,196.53,support
NVDA,224.47,200.43,support
NVDA,224.47,212.15,support
NVDA,224.47,221.1,support
NVDA,224.47,225.57,resistance
NVDA,224.47,232.0,resistance
NVDA,224.47,236.2,resistance
NVDA,224.47,243.47,resistance
NVDA,224.47,250.46,resistance
