ticker,current_price,level,type
APLD,47.18,32.25,support
APLD,47.18,34.41,support
APLD,47.18,36.58,support
APLD,47.18,39.64,support
APLD,47.18,45.19,support
APLD,47.18,48.36,resistance
APLD,47.18,53.74,resistance
