ticker,current_price,level,type
MDB,333.0,295.52,support
MDB,333.0,304.6,support
MDB,333.0,313.81,support
MDB,333.0,323.73,support
MDB,333.0,332.91,support
MDB,333.0,338.68,resistance
MDB,333.0,353.24,resistance
MDB,333.0,367.34,resistance
MDB,333.0,382.76,resistance
MDB,333.0,395.77,resistance
