ticker,current_price,level,type
SLV,67.75,63.32,support
SLV,67.75,69.02,resistance
SLV,67.75,74.17,resistance
SLV,67.75,78.35,resistance
SLV,67.75,84.79,resistance
SLV,67.75,87.52,resistance
