ticker,current_price,level,type
TTWO,224.6,188.8,support
TTWO,224.6,192.53,support
TTWO,224.6,200.95,support
TTWO,224.6,211.32,support
TTWO,224.6,220.23,support
TTWO,224.6,226.06,resistance
TTWO,224.6,234.97,resistance
TTWO,224.6,241.29,resistance
TTWO,224.6,251.82,resistance
TTWO,224.6,258.79,resistance
