ticker,current_price,level,type
AVGO,461.71,404.22,support
AVGO,461.71,419.06,support
AVGO,461.71,428.59,support
AVGO,461.71,438.31,support
AVGO,461.71,453.03,support
AVGO,461.71,467.38,resistance
AVGO,461.71,478.15,resistance
AVGO,461.71,496.46,resistance
