ticker,current_price,level,type
FSLR,305.08,259.17,support
FSLR,305.08,266.17,support
FSLR,305.08,276.05,support
FSLR,305.08,288.15,support
FSLR,305.08,299.58,support
FSLR,305.08,308.29,resistance
