ticker,current_price,level,type
TGT,126.99,124.68,support
TGT,126.99,132.63,resistance
TGT,126.99,137.31,resistance
TGT,126.99,140.43,resistance
TGT,126.99,144.84,resistance
TGT,126.99,150.23,resistance
