ticker,current_price,level,type
IREN,65.75,47.11,support
IREN,65.75,53.96,support
IREN,65.75,57.25,support
IREN,65.75,61.88,support
IREN,65.75,63.67,support
IREN,65.75,66.67,resistance
IREN,65.75,70.02,resistance
IREN,65.75,72.34,resistance
IREN,65.75,75.37,resistance
IREN,65.75,76.64,resistance
