ticker,current_price,level,type
COST,943.94,885.26,support
COST,943.94,900.9,support
COST,943.94,911.85,support
COST,943.94,925.92,support
COST,943.94,938.43,support
COST,943.94,951.47,resistance
COST,943.94,962.93,resistance
COST,943.94,977.01,resistance
COST,943.94,991.08,resistance
COST,943.94,1000.99,resistance
