ticker,current_price,level,type
UBER,70.69,69.63,support
UBER,70.69,71.27,resistance
UBER,70.69,72.91,resistance
UBER,70.69,75.56,resistance
UBER,70.69,77.42,resistance
UBER,70.69,82.38,resistance
