ticker,current_price,level,type
SKM,37.34,28.82,support
SKM,37.34,30.93,support
SKM,37.34,33.17,support
SKM,37.34,34.87,support
SKM,37.34,36.66,support
SKM,37.34,38.93,resistance
SKM,37.34,40.8,resistance
SKM,37.34,43.24,resistance
SKM,37.34,45.52,resistance
