ticker,current_price,level,type
LMND,58.5,42.03,support
LMND,58.5,44.92,support
LMND,58.5,48.28,support
LMND,58.5,51.93,support
LMND,58.5,57.08,support
LMND,58.5,60.52,resistance
LMND,58.5,65.6,resistance
LMND,58.5,69.09,resistance
LMND,58.5,73.87,resistance
LMND,58.5,77.27,resistance
