ticker,current_price,level,type
RBLX,47.17,43.53,support
RBLX,47.17,47.1,support
RBLX,47.17,48.03,resistance
RBLX,47.17,50.86,resistance
RBLX,47.17,53.24,resistance
RBLX,47.17,55.14,resistance
RBLX,47.17,57.72,resistance
